epoch,train_loss,train_acc,test_loss,test_acc
1,5.012075424194336,1.2121212121212122,4.929620947156634,3.1818181818181817
2,4.401460761115665,4.545454545454546,4.062971694128854,5.909090909090909
3,3.9243985471271334,9.545454545454545,3.5355474267687117,10.909090909090908
4,3.434638818105062,16.666666666666668,3.3221118450164795,14.545454545454545
5,3.0938279515221003,21.818181818181817,3.60436943599156,15.454545454545455
6,2.728434823808216,33.18181818181818,2.670353276388986,32.27272727272727
7,2.3235625936871482,39.696969696969695,2.5978158031191145,27.272727272727273
8,1.989617285274324,48.63636363636363,2.56156747681754,30.0
9,1.7231058960869199,58.18181818181818,2.5906528404780795,29.545454545454547
10,1.5079556930632818,61.666666666666664,1.8136388914925712,50.0
11,1.3206956755547297,67.87878787878788,1.5984742471149989,56.81818181818182
12,1.0818651346933275,74.54545454545455,1.262074555669512,64.54545454545455
13,0.9011605637414115,80.3030303030303,1.463232125554766,60.0
14,0.805946912084307,82.42424242424242,1.5940251520701818,58.18181818181818
15,0.7036404552913847,85.60606060606061,2.3008962188448225,35.45454545454545
16,0.5618870925335657,90.3030303030303,1.1245040552956718,71.36363636363636
17,0.4815205803939274,91.36363636363636,0.930663423878806,78.18181818181819
18,0.4126229215235937,92.42424242424242,0.723831330026899,82.27272727272727
19,0.29770442772479283,96.21212121212122,1.092154324054718,71.81818181818181
20,0.31880169964971994,95.15151515151516,0.8326344064303807,79.0909090909091
21,0.2781568673394975,95.15151515151516,0.7854387419564384,80.0
22,0.31724347706351963,93.93939393939394,0.7936679380280631,79.54545454545455
23,0.2808847051291239,95.3030303030303,1.6495580162320818,56.81818181818182
24,0.2472447625228337,96.36363636363636,0.6078545195715768,84.54545454545455
25,0.17264672688075475,97.87878787878788,0.7086573157991681,80.45454545454545
26,0.14428392691271646,98.33333333333333,0.6171951677118029,84.0909090909091
27,0.139633827266239,97.87878787878788,0.6360755179609571,84.0909090909091
28,0.12229500320695695,98.93939393939394,0.6504116058349609,80.9090909090909
29,0.122466103661628,97.87878787878788,0.48548360807555063,87.72727272727273
30,0.10416886441054798,98.63636363636364,0.4673563710280827,88.18181818181819
31,0.09473539871119317,99.24242424242425,0.5187196539981025,85.9090909090909
32,0.0943012223357246,98.63636363636364,0.5342645645141602,85.0
33,0.06136963551952725,99.6969696969697,0.44457392607416424,88.63636363636364
34,0.04597562786546491,99.84848484848484,0.36240813561848234,92.72727272727273
35,0.04152917733327264,99.84848484848484,0.4022933159555708,91.81818181818181
36,0.05193747917101497,99.39393939393939,0.35553491754191263,91.36363636363636
37,0.03334302313271023,99.84848484848484,0.38577355231557575,91.36363636363636
38,0.027642254983740195,100.0,0.33688596742493765,91.36363636363636
39,0.030216364411725885,99.84848484848484,0.39825786437307087,89.54545454545455
40,0.04208267085431587,99.54545454545455,0.44160618100847515,89.54545454545455
41,0.024571661083471207,100.0,0.3603098200900214,90.45454545454545
42,0.02082599444492232,100.0,0.29450196240629467,91.36363636363636
43,0.017431500944353286,100.0,0.2819471997874124,92.72727272727273
44,0.0134731950681834,100.0,0.2682149410247803,93.18181818181819
45,0.012459951763351759,100.0,0.2516169377735683,95.45454545454545
46,0.01489616972616031,100.0,0.26186553069523405,93.63636363636364
47,0.013074143257524286,100.0,0.26178210228681564,93.18181818181819
48,0.011908958621677897,100.0,0.24925180737461364,94.54545454545455
49,0.011527216838051876,100.0,0.2571901572602136,94.0909090909091
50,0.01358454723265909,99.84848484848484,0.2539505032556398,93.63636363636364
