epoch,train_loss,train_acc,test_loss,test_acc
1,5.015026433127267,1.0606060606060606,8.754941190992083,2.727272727272727
2,4.427574657258534,3.787878787878788,6.093684945787702,1.8181818181818181
3,3.8572641213734946,9.545454545454545,4.714569091796875,2.272727272727273
4,3.326869771594093,19.545454545454547,3.061410461153303,22.727272727272727
5,2.861525047393072,29.848484848484848,2.6697915622166226,30.90909090909091
6,2.444694916407267,37.57575757575758,2.1386779887335643,45.90909090909091
7,1.99747629960378,51.96969696969697,2.442242077418736,39.09090909090909
8,1.686752205803281,58.63636363636363,1.9541799511228288,47.27272727272727
9,1.4338935443333216,66.96969696969697,1.7341207947049821,49.54545454545455
10,1.1923638326781136,72.27272727272727,1.432416660445077,60.90909090909091
11,0.9899133642514547,77.57575757575758,1.3764832360403878,60.0
12,0.8254338843481881,81.81818181818181,0.9193916746548244,77.72727272727273
13,0.7192681147938683,85.9090909090909,1.016676596232823,73.63636363636364
14,0.6265906805083865,87.72727272727273,0.9689035415649414,76.36363636363636
15,0.5317459347702208,90.3030303030303,0.8545987520899091,79.54545454545455
16,0.37454713100478765,93.78787878787878,0.5458995061261314,87.27272727272727
17,0.2882230402458282,96.66666666666667,0.6615318698542458,83.63636363636364
18,0.27604884405930835,95.75757575757575,0.5757530459335872,83.18181818181819
19,0.20795026066757383,96.81818181818181,0.6285526326724461,80.9090909090909
20,0.22282882566962922,96.36363636363636,0.6286291182041168,79.54545454545455
21,0.21242530714897884,97.12121212121212,0.5345359444618225,84.54545454545455
22,0.19101420328730628,97.57575757575758,0.43513699088777813,88.18181818181819
23,0.1689858716868219,98.18181818181819,0.49073908158711027,88.18181818181819
24,0.14615961128757113,98.78787878787878,0.5097479905400958,85.0
25,0.12467324786952563,98.63636363636364,0.5151884683540889,88.18181818181819
26,0.11817956910956473,98.63636363636364,0.512110710144043,84.54545454545455
27,0.11081268620632943,98.78787878787878,0.44764204749039244,88.63636363636364
28,0.10346499972400211,98.78787878787878,0.3626863424267088,91.36363636363636
29,0.08246731935512452,99.24242424242425,0.3745893325124468,90.0
30,0.07282013020345143,99.0909090909091,0.4229577822344644,89.54545454545455
31,0.06090081350079605,99.54545454545455,0.2640374058059284,94.0909090909091
32,0.06097996944472903,99.24242424242425,0.4426922755581992,89.0909090909091
33,0.04894947517840635,99.6969696969697,0.3377128669193813,91.81818181818181
34,0.03658227010497025,100.0,0.2791214521442141,93.18181818181819
35,0.026423821890992776,99.84848484848484,0.3254908493586949,91.36363636363636
36,0.03250154090069589,99.6969696969697,0.26565020850726534,94.0909090909091
37,0.033648954482660406,99.6969696969697,0.2765704904283796,92.27272727272727
38,0.022612672875679675,100.0,0.2517711456332888,92.27272727272727
39,0.021675048639909142,99.84848484848484,0.4482593025479998,89.0909090909091
40,0.035084947234108335,99.84848484848484,0.26855673108782085,94.0909090909091
41,0.024915422002474468,99.84848484848484,0.23218653297850064,95.45454545454545
42,0.01787213111917178,99.84848484848484,0.22548262455633708,95.0
43,0.014639657522950853,100.0,0.21363817155361176,95.0
44,0.011991050604376056,100.0,0.19284584798983165,95.9090909090909
45,0.011371540171759469,99.84848484848484,0.1923664989215987,95.9090909090909
46,0.011005398351699114,100.0,0.1778965645602771,96.81818181818181
47,0.009316526996415286,100.0,0.18205477244087628,96.36363636363636
48,0.007536482276572358,100.0,0.1832364025924887,96.81818181818181
49,0.007641854274663187,100.0,0.1817039256649358,96.36363636363636
50,0.00810663468603577,100.0,0.17591722655509198,96.81818181818181
51,0.006102357303634996,100.0,0.1796727670090539,96.81818181818181
52,0.0077923088378849484,100.0,0.17856176623276301,95.9090909090909
53,0.010834594068693974,99.84848484848484,0.2166673849735941,95.9090909090909
54,0.012368653767875262,99.84848484848484,0.23582621184842928,94.0909090909091
55,0.010763256522339015,100.0,0.1884043136877673,96.81818181818181
56,0.00808416545346734,100.0,0.18859571537801198,95.45454545454545
57,0.008679128573497846,99.84848484848484,0.18940868760858262,95.45454545454545
58,0.008821587621544799,100.0,0.18833653096641814,96.81818181818181
59,0.007619625944200726,100.0,0.1826851772410529,95.9090909090909
60,0.006861920878734617,100.0,0.1775144993194512,95.9090909090909
61,0.00565445480779523,100.0,0.17146911472082138,96.36363636363636
62,0.005619223894817489,100.0,0.17157832133982862,96.36363636363636
63,0.00492376470494838,100.0,0.1693876992378916,97.27272727272727
64,0.005340621928640064,100.0,0.16838806016104563,96.36363636363636
65,0.004677541614953606,100.0,0.16660098784736224,96.81818181818181
66,0.004533407799456091,100.0,0.17640360657657897,95.9090909090909
67,0.005203341516400022,100.0,0.17104847702596868,97.27272727272727
68,0.0048874366163675275,100.0,0.16340067663363048,96.81818181818181
69,0.006012999918311834,100.0,0.16355913691222668,96.36363636363636
70,0.003556466328778437,100.0,0.16653337808591978,96.81818181818181
71,0.004784385512937747,100.0,0.16393991799226829,96.81818181818181
72,0.005104361179595192,100.0,0.1670846337718623,96.36363636363636
73,0.004012319636309431,100.0,0.15903064688401564,97.27272727272727
74,0.004517211844878537,100.0,0.15788115268307074,97.27272727272727
75,0.003485664647693435,100.0,0.16183374662484443,96.81818181818181
76,0.003747548774949142,100.0,0.15851467209202902,97.27272727272727
77,0.003419914681996618,100.0,0.16188092157244682,97.27272727272727
78,0.004167710724730222,100.0,0.15871323671724116,96.81818181818181
79,0.003372576370436166,100.0,0.16363783606461116,96.81818181818181
80,0.0033415516982564612,100.0,0.15971812845340796,97.27272727272727
81,0.0034408107388853317,100.0,0.1594268844595977,96.81818181818181
82,0.004081781959116813,100.0,0.1638600624033383,96.81818181818181
83,0.0034995387707437786,100.0,0.16213737481406756,96.81818181818181
84,0.0034421736075143728,100.0,0.1608210445514747,96.36363636363636
85,0.0037179990571790506,100.0,0.15547263595674718,97.27272727272727
86,0.003084073852126797,100.0,0.15481054144246237,97.27272727272727
87,0.0037917281290338863,100.0,0.15742781598653113,96.81818181818181
88,0.0034220535779327507,100.0,0.15624374257666723,97.72727272727273
89,0.0037480007324899945,100.0,0.1560730173119477,97.27272727272727
90,0.0032934046161937573,100.0,0.1555224292512451,97.27272727272727
91,0.003296879413981168,100.0,0.15627124160528183,97.27272727272727
92,0.003132483423022287,100.0,0.1530432634587799,97.27272727272727
93,0.0033364727305957957,100.0,0.1541287401424987,97.27272727272727
94,0.003598553006581607,100.0,0.15747129464788095,97.27272727272727
95,0.0035822336905680244,100.0,0.15123178410742963,97.72727272727273
96,0.0038812700936215975,100.0,0.15913179476878472,96.81818181818181
97,0.004239061254165357,100.0,0.15760996033038413,97.27272727272727
98,0.0037026824318759496,100.0,0.15788067877292633,97.27272727272727
99,0.0030923900194466114,100.0,0.15814277955463954,97.72727272727273
100,0.004134259136792805,100.0,0.16005914498652732,96.81818181818181
